片名,年代,产地,类别,豆瓣评分,迅雷下载链接
侏罗纪世界2,2018,美国/西班牙,动作/科幻/冒险,6.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8287/阳光电影www.ygdy8.com.侏罗纪世界2.BD.720p.国英双语双字.mkv
Reborn,2018,中国/中国香港/美国,喜剧/动作/犯罪,4.2,ftp://ygdy8:ygdy8@yg90.dydytt.net:8388/阳光电影www.ygdy8.com.解码游戏.HD.720p.国语中英双字.mkv
呼吸,2018,法国/加拿大,科幻/灾难,6.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7287/阳光电影www.ygdy8.com.呼吸.BD.720p.中英双字幕.mkv
死亡棚屋,2017,加拿大 Canada,喜剧/恐怖,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8274/阳光电影www.ygdy8.com.死亡棚屋.BD.720p.中英双字幕.mkv
血宴,2018,美国,喜剧/恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8286/阳光电影www.ygdy8.com.血宴.BD.720p.中英双字幕.mkv
活尸电梯,2017,意大利,恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7286/阳光电影www.ygdy8.com.活尸电梯.BD.720p.中英双字幕.mkv
塞尔拉·伯格斯是废柴,2018,美国,喜剧,5.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8285/阳光电影www.ygdy8.com.塞尔拉·伯格斯是废柴.BD.720p.中英双字幕.mkv
玛拉,2018,英国,恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7285/阳光电影www.ygdy8.com.玛拉.BD.720p.中英双字幕.mkv
木星之卫,2017,匈牙利/德国,剧情/科幻,6.5,ftp://ygdy8:ygdy8@yg90.dydytt.net:8387/阳光电影www.ygdy8.com.木星之卫.BD.720p.中文字幕.mkv
Oolong Courtyard,2018,中国,剧情/喜剧/动作,3.7,ftp://ygdy8:ygdy8@yg72.dydytt.net:8272/阳光电影www.ygdy8.com.新乌龙院之笑闹江湖.HD.1080p.国语中字.mp4
爱情公寓,2018,中国,喜剧/冒险,2.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8284/阳光电影www.ygdy8.com.爱情公寓.HD.1080p.国语中字.mp4
Next Gen,2018,中国/加拿大,科幻/动画/冒险,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8386/阳光电影www.ygdy8.com.未来机器城.BD.720p.中英双字幕.mkv
暹罗决：九神战甲,2018,泰国,动作/动画/奇幻,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8271/阳光电影www.ygdy8.com.暹罗决：九神战甲.HD.720p.泰语中字.mkv
摩天营救,2018,美国,动作/惊悚/冒险,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8282/阳光电影www.ygdy8.com.摩天营救.HD.720p.中英双字幕.rmvb
金沙血,2017,美国/香港/墨西哥/摩洛哥/瑞士/阿联酋,动作,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8269/阳光电影www.ygdy8.com.金沙血.BD.720p.中英双字幕.mkv
塞西亚：复仇之剑,2018,俄罗斯,剧情/动作/奇幻,7.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8268/阳光电影www.ygdy8.com.塞西亚：复仇之剑.BD.720p.中英双字幕.mkv
英雄归来,2018,法国,喜剧/历史,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6120/阳光电影www.ygdy8.com.英雄归来.BD.720p.法语中字.mkv
侏罗纪世界2,2018,美国/西班牙,动作/科幻/冒险,6.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:3133/阳光电影www.ygdy8.com.侏罗纪世界2.BD.720p.中英双字幕.rmvb
洛杉矶大劫难,2017,法国/比利时,剧情/犯罪/惊悚,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8279/阳光电影www.ygdy8.com.洛杉矶大劫难.BD.720p.中英双字幕.mkv
超级苍蝇,2018,美国,动作/犯罪/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7279/阳光电影www.ygdy8.com.超级苍蝇.BD.720p.中英双字幕.mkv
哆啦A梦：大雄的金银岛,2018,日本,动画/奇幻/冒险,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8278/阳光电影www.ygdy8.com.哆啦A梦：大雄的金银岛.BD.720p.国日双语中字.mkv
寄宿学校,2018,美国,恐怖,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8277/阳光电影www.ygdy8.com.寄宿学校.BD.720p.中英双字幕.mkv
啄木鸟伍迪,2017,美国,喜剧/家庭,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7277/阳光电影www.ygdy8.com.啄木鸟伍迪.BD.720p.中英双字幕.mkv
三块广告牌,2017,美国/英国,剧情/犯罪,8.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8276/阳光电影www.ygdy8.com.三块广告牌.BD.720p.国英双语双字.mkv
昼颜电影版,2017,日本,剧情/爱情,6.4,ftp://ygdy8:ygdy8@yg90.dydytt.net:8383/阳光电影www.ygdy8.com.昼颜电影版.BD.720p.国日双语中字.mkv
报复,2018,美国/英国,动作,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3132/阳光电影www.ygdy8.com.报复.BD.720p.中英双字幕.mkv
牧师,2018,美国,剧情/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8275/阳光电影www.ygdy8.com.牧师.BD.720p.中英双字幕.mkv
在家千日难,2018,意大利,剧情/喜剧/爱情,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7275/阳光电影www.ygdy8.com.在家千日难.BD.720p.意大利语中字.mkv
Detective Dee: The Four Heavenly Kings,2018,中国/中国香港,动作/悬疑/古装,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:3130/阳光电影www.ygdy8.com.狄仁杰之四大天王.HD.720p.国语中字.mkv
金钱世界,2017,美国,剧情/犯罪/悬疑,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7274/阳光电影www.ygdy8.com.金钱世界.BD.720p.国英双语双字.mkv
神奇马戏团之动物饼干,2017,美国/西班牙/中国/韩国/香港,喜剧/动画/奇幻/冒险,5.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8265/阳光电影www.ygdy8.com.神奇马戏团之动物饼干.HD.720p.国英双语中字.mkv
青年马克思,2017,法国/比利时/德国,剧情/传记/历史,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8274/阳光电影www.ygdy8.com.青年马克思.BD.720p.国德双语中字.mkv
斗牛犬之女,2016,Poland,剧情/动作/犯罪,6.7,ftp://ygdy8:ygdy8@yg90.dydytt.net:8380/阳光电影www.ygdy8.com.斗牛犬之女.BD.720p.中英双字幕.mkv
我的宝贝在哪里,2018,美国,喜剧,5.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3129/阳光电影www.ygdy8.com.我的宝贝在哪里.BD.720p.中英双字幕.mkv
炼狱信使,2017,英国/法国,剧情/动作,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8272/阳光电影www.ygdy8.com.炼狱信使.BD.720p.中英双字幕.mkv
我朋友是杀人狂,2017,美国,剧情/传记/犯罪/惊悚/恐怖,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:7272/阳光电影www.ygdy8.com.我朋友是杀人狂.BD.720p.中英双字幕.mkv
根西岛文学与土豆皮馅饼俱乐部,2018,英国/美国,剧情/历史/爱情,7.0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8378/阳光电影www.ygdy8.com.真爱收信中.BD.720p.中英双字幕.mkv
The Bravest Escort Group,2018,中国,动作/古装,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8263/阳光电影www.ygdy8.com.天下第一镖局.HD.720p.国语中字.mkv
金蝉脱壳2,2018,美国/中国,动作/惊悚,4.0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8377/阳光电影www.ygdy8.com.金蝉脱壳2.BD.720p.国英双语双字.mkv
零号病人,2018,英国,动作/科幻/恐怖,4.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8271/阳光电影www.ygdy8.com.零号病人.BD.720p.中英双字幕.mkv
遗传厄运,2018,美国,悬疑/恐怖,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8270/阳光电影www.ygdy8.com.遗传厄运.BD.720p.中英双字幕.mkv
瞒天过海：美人计,2018,美国,喜剧/犯罪,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:3126/阳光电影www.ygdy8.com.瞒天过海：美人计.BD.720p.中英双字幕.mkv
美国动物,2018,英国/美国,剧情/犯罪,7.5,ftp://ygdy8:ygdy8@yg90.dydytt.net:8374/阳光电影www.ygdy8.com.美国动物.BD.720p.中英双字幕.mkv
升级,2018,澳大利亚,动作/科幻/惊悚,7.9,ftp://ygdy8:ygdy8@yg72.dydytt.net:8259/阳光电影www.ygdy8.com.升级.BD.720p.中英双字幕.mkv
抓人游戏,2018,美国,喜剧,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8265/阳光电影www.ygdy8.com.抓人游戏.BD.720p.中英双字幕.mkv
惊涛飓浪,2018,美国,爱情/灾难/剧情,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7264/阳光电影www.ygdy8.com.惊涛飓浪.BD.720p.中英双字幕.mkv
死侍2,2018,美国,喜剧/动作/科幻/冒险,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:3123/阳光电影www.ygdy8.com.死侍2未分级加长版.BD.720p.中英双字幕.mkv
的士速递5,2018,法国,喜剧/动作/犯罪,6.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3122/阳光电影www.ygdy8.com.的士速递5.BD.720p.法语中字.mkv
肆式青春,2018,日本/中国,动画,6.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8258/阳光电影www.ygdy8.com.肆式青春.BD.720p.国日双语双字.mkv
The Unity Of Heros,2018,中国,动作/武侠,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3119/阳光电影www.ygdy8.com.黄飞鸿之南北英雄.BD.720p.国粤双语中字.mkv
The Leaker,2018,中国香港,剧情/犯罪/惊悚,5.6,ftp://ygdy8:ygdy8@yg90.dydytt.net:8367/阳光电影www.ygdy8.com.泄密者.BD.720p.国粤双语中字.mkv
复仇者联盟3：无限战争,2018,美国,动作/科幻/奇幻/冒险,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3118/阳光电影www.ygdy8.com.复仇者联盟3：无限战争.BD.720p.国英双语双字.mkv
乐高DC超级英雄：亚特兰蒂斯之怒,2018,美国,动画,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:5043/阳光电影www.ygdy8.com.乐高DC超级英雄：亚特兰蒂斯之怒.BD.720p.中英双字幕.mkv
超人之死,2018,美国,动作/科幻/动画,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:4085/阳光电影www.ygdy8.com.超人之死.BD.720p.中英双字幕.mkv
复仇者联盟3：无限战争,2018,美国,动作/科幻/奇幻/冒险,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3117/阳光电影www.ygdy8.com.复仇者联盟3：无限战争.HD.720p.中英双字幕.rmvb
在切瑟尔海滩上,2018,英国,剧情/爱情,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8253/阳光电影www.ygdy8.com.在切瑟尔海滩上.BD.720p.中英双字幕.mkv
