片名,年代,产地,类别,豆瓣评分,迅雷下载链接
侏罗纪世界2,2018,美国/西班牙,动作/科幻/冒险,6.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8287/阳光电影www.ygdy8.com.侏罗纪世界2.BD.720p.国英双语双字.mkv
Reborn,2018,中国/中国香港/美国,喜剧/动作/犯罪,4.2,ftp://ygdy8:ygdy8@yg90.dydytt.net:8388/阳光电影www.ygdy8.com.解码游戏.HD.720p.国语中英双字.mkv
呼吸,2018,法国/加拿大,科幻/灾难,6.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7287/阳光电影www.ygdy8.com.呼吸.BD.720p.中英双字幕.mkv
死亡棚屋,2017,加拿大 Canada,喜剧/恐怖,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8274/阳光电影www.ygdy8.com.死亡棚屋.BD.720p.中英双字幕.mkv
血宴,2018,美国,喜剧/恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8286/阳光电影www.ygdy8.com.血宴.BD.720p.中英双字幕.mkv
活尸电梯,2017,意大利,恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7286/阳光电影www.ygdy8.com.活尸电梯.BD.720p.中英双字幕.mkv
塞尔拉·伯格斯是废柴,2018,美国,喜剧,5.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8285/阳光电影www.ygdy8.com.塞尔拉·伯格斯是废柴.BD.720p.中英双字幕.mkv
玛拉,2018,英国,恐怖,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7285/阳光电影www.ygdy8.com.玛拉.BD.720p.中英双字幕.mkv
木星之卫,2017,匈牙利/德国,剧情/科幻,6.5,ftp://ygdy8:ygdy8@yg90.dydytt.net:8387/阳光电影www.ygdy8.com.木星之卫.BD.720p.中文字幕.mkv
Oolong Courtyard,2018,中国,剧情/喜剧/动作,3.7,ftp://ygdy8:ygdy8@yg72.dydytt.net:8272/阳光电影www.ygdy8.com.新乌龙院之笑闹江湖.HD.1080p.国语中字.mp4
爱情公寓,2018,中国,喜剧/冒险,2.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8284/阳光电影www.ygdy8.com.爱情公寓.HD.1080p.国语中字.mp4
Next Gen,2018,中国/加拿大,科幻/动画/冒险,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8386/阳光电影www.ygdy8.com.未来机器城.BD.720p.中英双字幕.mkv
暹罗决：九神战甲,2018,泰国,动作/动画/奇幻,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8271/阳光电影www.ygdy8.com.暹罗决：九神战甲.HD.720p.泰语中字.mkv
摩天营救,2018,美国,动作/惊悚/冒险,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8282/阳光电影www.ygdy8.com.摩天营救.HD.720p.中英双字幕.rmvb
金沙血,2017,美国/香港/墨西哥/摩洛哥/瑞士/阿联酋,动作,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8269/阳光电影www.ygdy8.com.金沙血.BD.720p.中英双字幕.mkv
塞西亚：复仇之剑,2018,俄罗斯,剧情/动作/奇幻,7.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8268/阳光电影www.ygdy8.com.塞西亚：复仇之剑.BD.720p.中英双字幕.mkv
英雄归来,2018,法国,喜剧/历史,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:6120/阳光电影www.ygdy8.com.英雄归来.BD.720p.法语中字.mkv
侏罗纪世界2,2018,美国/西班牙,动作/科幻/冒险,6.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:3133/阳光电影www.ygdy8.com.侏罗纪世界2.BD.720p.中英双字幕.rmvb
洛杉矶大劫难,2017,法国/比利时,剧情/犯罪/惊悚,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8279/阳光电影www.ygdy8.com.洛杉矶大劫难.BD.720p.中英双字幕.mkv
超级苍蝇,2018,美国,动作/犯罪/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7279/阳光电影www.ygdy8.com.超级苍蝇.BD.720p.中英双字幕.mkv
哆啦A梦：大雄的金银岛,2018,日本,动画/奇幻/冒险,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8278/阳光电影www.ygdy8.com.哆啦A梦：大雄的金银岛.BD.720p.国日双语中字.mkv
寄宿学校,2018,美国,恐怖,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8277/阳光电影www.ygdy8.com.寄宿学校.BD.720p.中英双字幕.mkv
啄木鸟伍迪,2017,美国,喜剧/家庭,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7277/阳光电影www.ygdy8.com.啄木鸟伍迪.BD.720p.中英双字幕.mkv
三块广告牌,2017,美国/英国,剧情/犯罪,8.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8276/阳光电影www.ygdy8.com.三块广告牌.BD.720p.国英双语双字.mkv
昼颜电影版,2017,日本,剧情/爱情,6.4,ftp://ygdy8:ygdy8@yg90.dydytt.net:8383/阳光电影www.ygdy8.com.昼颜电影版.BD.720p.国日双语中字.mkv
报复,2018,美国/英国,动作,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3132/阳光电影www.ygdy8.com.报复.BD.720p.中英双字幕.mkv
牧师,2018,美国,剧情/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8275/阳光电影www.ygdy8.com.牧师.BD.720p.中英双字幕.mkv
在家千日难,2018,意大利,剧情/喜剧/爱情,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7275/阳光电影www.ygdy8.com.在家千日难.BD.720p.意大利语中字.mkv
Detective Dee: The Four Heavenly Kings,2018,中国/中国香港,动作/悬疑/古装,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:3130/阳光电影www.ygdy8.com.狄仁杰之四大天王.HD.720p.国语中字.mkv
金钱世界,2017,美国,剧情/犯罪/悬疑,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7274/阳光电影www.ygdy8.com.金钱世界.BD.720p.国英双语双字.mkv
神奇马戏团之动物饼干,2017,美国/西班牙/中国/韩国/香港,喜剧/动画/奇幻/冒险,5.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8265/阳光电影www.ygdy8.com.神奇马戏团之动物饼干.HD.720p.国英双语中字.mkv
青年马克思,2017,法国/比利时/德国,剧情/传记/历史,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8274/阳光电影www.ygdy8.com.青年马克思.BD.720p.国德双语中字.mkv
斗牛犬之女,2016,Poland,剧情/动作/犯罪,6.7,ftp://ygdy8:ygdy8@yg90.dydytt.net:8380/阳光电影www.ygdy8.com.斗牛犬之女.BD.720p.中英双字幕.mkv
我的宝贝在哪里,2018,美国,喜剧,5.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3129/阳光电影www.ygdy8.com.我的宝贝在哪里.BD.720p.中英双字幕.mkv
炼狱信使,2017,英国/法国,剧情/动作,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8272/阳光电影www.ygdy8.com.炼狱信使.BD.720p.中英双字幕.mkv
我朋友是杀人狂,2017,美国,剧情/传记/犯罪/惊悚/恐怖,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:7272/阳光电影www.ygdy8.com.我朋友是杀人狂.BD.720p.中英双字幕.mkv
根西岛文学与土豆皮馅饼俱乐部,2018,英国/美国,剧情/历史/爱情,7.0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8378/阳光电影www.ygdy8.com.真爱收信中.BD.720p.中英双字幕.mkv
The Bravest Escort Group,2018,中国,动作/古装,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8263/阳光电影www.ygdy8.com.天下第一镖局.HD.720p.国语中字.mkv
金蝉脱壳2,2018,美国/中国,动作/惊悚,4.0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8377/阳光电影www.ygdy8.com.金蝉脱壳2.BD.720p.国英双语双字.mkv
零号病人,2018,英国,动作/科幻/恐怖,4.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8271/阳光电影www.ygdy8.com.零号病人.BD.720p.中英双字幕.mkv
遗传厄运,2018,美国,悬疑/恐怖,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8270/阳光电影www.ygdy8.com.遗传厄运.BD.720p.中英双字幕.mkv
瞒天过海：美人计,2018,美国,喜剧/犯罪,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:3126/阳光电影www.ygdy8.com.瞒天过海：美人计.BD.720p.中英双字幕.mkv
美国动物,2018,英国/美国,剧情/犯罪,7.5,ftp://ygdy8:ygdy8@yg90.dydytt.net:8374/阳光电影www.ygdy8.com.美国动物.BD.720p.中英双字幕.mkv
升级,2018,澳大利亚,动作/科幻/惊悚,7.9,ftp://ygdy8:ygdy8@yg72.dydytt.net:8259/阳光电影www.ygdy8.com.升级.BD.720p.中英双字幕.mkv
抓人游戏,2018,美国,喜剧,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8265/阳光电影www.ygdy8.com.抓人游戏.BD.720p.中英双字幕.mkv
惊涛飓浪,2018,美国,爱情/灾难/剧情,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7264/阳光电影www.ygdy8.com.惊涛飓浪.BD.720p.中英双字幕.mkv
死侍2,2018,美国,喜剧/动作/科幻/冒险,7.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:3123/阳光电影www.ygdy8.com.死侍2未分级加长版.BD.720p.中英双字幕.mkv
的士速递5,2018,法国,喜剧/动作/犯罪,6.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3122/阳光电影www.ygdy8.com.的士速递5.BD.720p.法语中字.mkv
肆式青春,2018,日本/中国,动画,6.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8258/阳光电影www.ygdy8.com.肆式青春.BD.720p.国日双语双字.mkv
The Unity Of Heros,2018,中国,动作/武侠,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3119/阳光电影www.ygdy8.com.黄飞鸿之南北英雄.BD.720p.国粤双语中字.mkv
The Leaker,2018,中国香港,剧情/犯罪/惊悚,5.6,ftp://ygdy8:ygdy8@yg90.dydytt.net:8367/阳光电影www.ygdy8.com.泄密者.BD.720p.国粤双语中字.mkv
复仇者联盟3：无限战争,2018,美国,动作/科幻/奇幻/冒险,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3118/阳光电影www.ygdy8.com.复仇者联盟3：无限战争.BD.720p.国英双语双字.mkv
乐高DC超级英雄：亚特兰蒂斯之怒,2018,美国,动画,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:5043/阳光电影www.ygdy8.com.乐高DC超级英雄：亚特兰蒂斯之怒.BD.720p.中英双字幕.mkv
超人之死,2018,美国,动作/科幻/动画,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:4085/阳光电影www.ygdy8.com.超人之死.BD.720p.中英双字幕.mkv
复仇者联盟3：无限战争,2018,美国,动作/科幻/奇幻/冒险,8.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3117/阳光电影www.ygdy8.com.复仇者联盟3：无限战争.HD.720p.中英双字幕.rmvb
在切瑟尔海滩上,2018,英国,剧情/爱情,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8253/阳光电影www.ygdy8.com.在切瑟尔海滩上.BD.720p.中英双字幕.mkv
英国佬来了,2018,美国/英国,喜剧,4.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:7253/阳光电影www.ygdy8.com.英国佬来了.BD.720p.中英双字幕.mkv
侏罗纪世界2,2018,美国/西班牙,动作/科幻/冒险,6.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:3116/阳光电影www.ygdy8.com.侏罗纪世界2.HD.720p.韩版中英双字幕.rmvb
死侍2,2018,美国,喜剧/动作/科幻/冒险,7.9,ftp://ygdy8:ygdy8@yg72.dydytt.net:8251/阳光电影www.ygdy8.com.死侍2.HD.720p.韩版中英双字幕.rmvb
破门而入,2018,美国,惊悚,5.4,ftp://ygdy8:ygdy8@yg90.dydytt.net:8363/阳光电影www.ygdy8.com.破门而入.BD.720p.中英双字幕.mkv
塔利,2018,美国,剧情/喜剧,7.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:8247/阳光电影www.ygdy8.com.塔利.BD.720p.中英双字幕.mkv
The Leaker,2018,中国香港,剧情/犯罪/惊悚,5.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:3113/阳光电影www.ygdy8.com.泄密者.HD.1080p.国语中字.mp4
鬼故事,2017,英国,恐怖,7.5,ftp://ygdy8:ygdy8@yg72.dydytt.net:8247/阳光电影www.ygdy8.com.鬼故事.BD.720p.中英双字幕.mkv
Operation Red Sea,2018,中国/中国香港,动作/战争,8.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8244/阳光电影www.ygdy8.com.红海行动.BD.720p.国语中字.mkv
The Way of the Bug,2018,中国,喜剧/动作,3.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:7244/阳光电影www.ygdy8.com.猛虫过江.HD.720p.国语中字.mkv
西伯利亚,2018,美国,爱情/犯罪/惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8243/阳光电影www.ygdy8.com.西伯利亚.BD.720p.中英双字幕.mkv
第三波,2017,爱尔兰,科幻/恐怖,5.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:7243/阳光电影www.ygdy8.com.第三波.BD.720p.中英双字幕.mkv
厕所英雄,2017,印度,剧情/喜剧,7.1,ftp://ygdy8:ygdy8@yg72.dydytt.net:8245/阳光电影www.ygdy8.com.厕所英雄.HD.720p.国印双语中字.mkv
分贝人生,2017,马来西亚/中国台湾,剧情,6.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:8244/阳光电影www.ygdy8.com.分贝人生.BD.720p.国语中字.mkv
烟花,2017,日本,剧情/动画,5.3,ftp://ygdy8:ygdy8@yg90.dydytt.net:8358/阳光电影www.ygdy8.com.烟花动画版.BD.720p.国日双语中字.mkv
Tomorrow is Another Day,2018,中国/中国香港,剧情,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:6108/阳光电影www.ygdy8.com.黄金花.BD.720p.国粤双语中字.mkv
狂暴巨兽,2018,美国,动作/科幻/冒险,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:4084/阳光电影www.ygdy8.com.狂暴巨兽.BD.720p.国英双语双字.mkv
头号玩家,2018,美国,动作/科幻/冒险,8.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:3110/阳光电影www.ygdy8.com.头号玩家.BD.720p.国英双语双字.mkv
犬之岛,2018,美国/德国,喜剧/动画/冒险,8.4,ftp://ygdy8:ygdy8@yg72.dydytt.net:8241/阳光电影www.ygdy8.com.犬之岛.BD.720p.中英双字幕.mkv
真实犯罪,2018,英国/波兰/美国,剧情/犯罪/惊悚,6.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8235/阳光电影www.ygdy8.com.真实犯罪.BD.720p.中英双字幕.mkv
How Long Will I Love U,2018,中国,喜剧/奇幻,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7235/阳光电影www.ygdy8.com.超时空同居.HD.1080p.国语中字.mp4
智慧囚屋,2018,美国,科幻/惊悚,5.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:8234/阳光电影www.ygdy8.com.智慧囚屋.BD.720p.中英双字幕.mkv
寂静之地,2018,美国,惊悚/恐怖,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:7233/阳光电影www.ygdy8.com.寂静之地.BD.720p.中英双字幕.mkv
恋爱回旋,2017,日本,喜剧/运动,7.4,ftp://ygdy8:ygdy8@yg72.dydytt.net:8239/阳光电影www.ygdy8.com.恋爱回旋.BD.720p.国日双语中字.mkv
毒战,2018,韩国,动作/犯罪,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:3099/阳光电影www.ygdy8.com.毒战韩国版.BD.720p.韩语中字.mkv
匿名者,2018,德国,科幻/惊悚,6.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:7231/阳光电影www.ygdy8.com.匿名者.BD.720p.中英双字幕.mkv
Color of the Game,2017,中国/中国香港,剧情/动作/犯罪,4.8,ftp://ygdy8:ygdy8@yg72.dydytt.net:8237/阳光电影www.ygdy8.com.黑白迷宫.BD.720p.国粤双语中字.mkv
Us and Them,2018,中国,剧情/爱情,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:3098/阳光电影www.ygdy8.com.后来的我们.HD.720p.国语中字.mkv
深海越狱,2018,美国,动作/冒险,4.3,ftp://ygdy8:ygdy8@yg72.dydytt.net:8234/阳光电影www.ygdy8.com.深海越狱.BD.720p.中英双字幕.mkv
头号玩家,2018,美国,动作/科幻/冒险,8.9,ftp://ygdy8:ygdy8@yg72.dydytt.net:8231/阳光电影www.ygdy8.com.头号玩家.HD.720p.中英双字幕.mkv
狂暴巨兽,2018,美国,动作/科幻/冒险,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:8226/阳光电影www.ygdy8.com.狂暴巨兽.HD.720p.中英双字幕.mkv
金蝉脱壳2,2018,美国/中国,动作/惊悚,4.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:7226/阳光电影www.ygdy8.com.金蝉脱壳2.BD.720p.中英双字幕.mkv
火狐一号出击,2018,英国/美国,剧情/历史/惊悚,6.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:3097/阳光电影www.ygdy8.com.火狐一号出击.BD.720p.中英双字幕.mkv
羞辱,2017,黎巴嫩/法国/塞浦路斯/比利时/美国,剧情,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8225/阳光电影www.ygdy8.com.羞辱.BD.720p.中英双字幕.mkv
超乎想象 ,2018,0,剧情/音乐,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:4083/阳光电影www.ygdy8.com.超乎想象.BD.720p.中英双字幕.mkv
燃烧,2018,韩国,剧情/悬疑,8.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:7223/阳光电影www.ygdy8.com.燃烧.BD.720p.韩语中字.mkv
环太平洋：雷霆再起,2018,美国/中国,动作/科幻/冒险,5.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3095/阳光电影www.ygdy8.com.环太平洋：雷霆再起.BD.720p.国英双语双字.mkv
冰雪女王3：火与冰,2016,俄罗斯/中国,动画/冒险/家庭,4.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8207/阳光电影www.ygdy8.com.冰雪女王3：火与冰.HD.720p.国英双语中字.mkv
早期人类,2018,英国/法国/美国,喜剧/动画/冒险,6.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:3093/阳光电影www.ygdy8.com.早期人类.BD.720p.国英双语双字.mkv
环太平洋：雷霆再起,2018,美国/中国,动作/科幻/冒险,5.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3092/阳光电影www.ygdy8.com.环太平洋：雷霆再起.BD.720p.中英双字幕.mkv
Shed Skin Papa,2018,中国香港,剧情/喜剧/奇幻,5.6,ftp://ygdy8:ygdy8@yg90.dydytt.net:8344/阳光电影www.ygdy8.com.脱皮爸爸.HD.720p.国语中字.mkv
前任3：再见前任,2017,中国,喜剧/爱情,5.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:3091/阳光电影www.ygdy8.com.前任3：再见前任.BD.720p.国语中字.mkv
古墓丽影：源起之战,2018,美国,动作/冒险,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8218/阳光电影www.ygdy8.com.古墓丽影：源起之战.BD.720p.国英双语双字.mkv
Monster Hunt 2,2018,中国/中国香港,喜剧/奇幻,5.2,ftp://ygdy8:ygdy8@yg45.dydytt.net:4079/阳光电影www.ygdy8.com.捉妖记2.BD.720p.国粤双语中字.mkv
5Boonie.Bears.The.Big.Shrink,2018,中国,喜剧/动画/冒险,6.8,ftp://ygdy8:ygdy8@yg72.dydytt.net:8206/阳光电影www.ygdy8.com.熊出没·变形记.HD.1080p.国语中字.mp4
湮灭,2018,美国/英国,科幻/悬疑/惊悚,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:3089/阳光电影www.ygdy8.com.湮灭.BD.720p.国英双语双字.mkv
古墓丽影：源起之战,2018,美国,动作/冒险,6.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:7215/阳光电影www.ygdy8.com.古墓丽影：源起之战.HD.720p.中英双字幕.mkv
A or B,2018,中国,剧情/犯罪/悬疑,6.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8215/阳光电影www.ygdy8.com.幕后玩家.HD.720p.国语中字.mkv
Keep Calmand Be A Superstar,2018,中国/中国香港,喜剧/动作,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8340/阳光电影www.ygdy8.com.卧底巨星.BD.720p.国粤双语中字.mkv
黑暗之中,2018,美国,惊悚,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:4076/阳光电影www.ygdy8.com.黑暗之中.BD.720p.中英双字幕.mkv
Youth,2017,中国,剧情/历史/战争,7.8,ftp://ygdy8:ygdy8@yg45.dydytt.net:7213/阳光电影www.ygdy8.com.芳华.BD.720p.国语中字.mkv
Forever Young,2018,中国,剧情/爱情/战争,7.6,ftp://ygdy8:ygdy8@yg45.dydytt.net:8331/阳光电影www.ygdy8.com.无问西东.HD.1080p.国语中字.mkv
猛龙怪客,2018,美国,动作/犯罪/惊悚,7.1,ftp://ygdy8:ygdy8@yg45.dydytt.net:4074/阳光电影www.ygdy8.com.猛龙怪客.BD.720p.中英双字幕.mkv
寂静之地,2018,美国,惊悚/恐怖,6.6,ftp://ygdy8:ygdy8@yg72.dydytt.net:8203/阳光电影www.ygdy8.com.寂静之地.HD.720p.韩版中英双字幕.rmvb
The Monkey King 3: Kingdom of Women,2018,中国/中国香港,喜剧/爱情/奇幻,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3086/阳光电影www.ygdy8.com.西游记女儿国.BD.720p.国粤双语中字.mkv
Villain ,2017,中国,剧情/犯罪/悬疑,8.4,ftp://ygdy8:ygdy8@yg72.dydytt.net:8202/阳光电影www.ygdy8.com.暴裂无声.HD.1080p.国语中英双字.mp4
环太平洋：雷霆再起,2018,美国/中国,动作/科幻/冒险,5.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3085/阳光电影www.ygdy8.com.环太平洋：雷霆再起.HD.720p.中英双字幕.rmvb
游戏之夜,2018,美国,喜剧/犯罪/悬疑,7.2,ftp://ygdy8:ygdy8@yg72.dydytt.net:8200/阳光电影www.ygdy8.com.游戏之夜.BD.720p.中英双字幕.mkv
Perfect Couple,2017,中国,喜剧/爱情,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8204/阳光电影www.ygdy8.com.天生不对.BD.720p.国粤双语中字.mkv
迷镇凶案,2017,美国/英国,喜剧/犯罪/悬疑,6.3,ftp://ygdy8:ygdy8@yg90.dydytt.net:8333/阳光电影www.ygdy8.com.迷镇凶案.BD.720p.国英双语双字.mkv
红雀,2018,美国,剧情/悬疑/惊悚,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:4072/阳光电影www.ygdy8.com.红雀.BD.720p.中英双字幕.mkv
头号玩家,2018,美国,动作/科幻/冒险,8.9,ftp://ygdy8:ygdy8@yg45.dydytt.net:3082/阳光电影www.ygdy8.com.头号玩家.HD.720p.韩版中字.rmvb
闺蜜2,2018,中国香港/中国,剧情/喜剧,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3081/阳光电影www.ygdy8.com.闺蜜2.BD.720p.国语中字.mkv
普通女人,2017,智利/德国/西班牙/美国,剧情/同性,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:8199/阳光电影www.ygdy8.com.普通女人.HD.720p.中英双字幕.mkv
Amazing China,2018,中国,纪录片,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8328/阳光电影www.ygdy8.com.厉害了，我的国.HD.720p.国语中字.mkv
黑豹,2018,美国,动作/科幻/冒险,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:4067/阳光电影www.ygdy8.com.黑豹.BD.720p.中英双字幕.mkv
Operation Red Sea,2018,中国/中国香港,动作/战争/犯罪,8.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:3077/阳光电影www.ygdy8.com.红海行动.HD.1080p.国语中字.mp4
Really？,2018,中国,喜剧/动作/悬疑,4.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:6094/阳光电影www.ygdy8.com.我说的都是真的.HD.1080p.国语中字.mp4
Legend of the Demon Cat ,2017,中国/日本,剧情/悬疑/奇幻/古装,7.0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8192/阳光电影www.ygdy8.com.妖猫传.BD.720p.国语中字.mkv
水形物语,2017,美国,剧情/奇幻/冒险,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:7195/阳光电影www.ygdy8.com.水形物语.BD.720p.国英双语双字.mkv
我们诞生在中国,2016,美国/英国/中国,剧情/纪录片,8.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:8195/阳光电影www.ygdy8.com.我们诞生在中国.BD.720p.国英双语双字.mkv
人工智能：灭绝危机,2018,英国,科幻,0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3074/阳光电影www.ygdy8.com.人工智能：灭绝危机.BD.720p.中英双字幕.mkv
红雀,2018,美国,剧情/悬疑/惊悚,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:3073/阳光电影www.ygdy8.com.红雀.HD.720p.韩版中字.rmvb
环太平洋：雷霆再起,2018,美国/中国,动作/科幻/冒险,5.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:4063/阳光电影www.ygdy8.com.环太平洋：雷霆再起.HD.720p.韩版中字.rmvb
Detective Chinatown Vol 2,2018,中国,喜剧/动作/犯罪/悬疑,7.0,ftp://ygdy8:ygdy8@yg45.dydytt.net:3072/阳光电影www.ygdy8.com.唐人街探案2.HD.1080p.国语中字.mp4
比得兔,2018,美国/英国/澳大利亚,喜剧/动画/冒险,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:4062/阳光电影www.ygdy8.com.比得兔.BD.720p.中英双字幕.mkv
Amazing China,2018,中国,纪录片,0,ftp://ygdy8:ygdy8@yg90.dydytt.net:8321/阳光电影www.ygdy8.com.厉害了，我的国.HD.720p.国语中字.mkv
凭空而来,2017,德国/法国,剧情,7.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:3071/阳光电影www.ygdy8.com.凭空而来.BD.720p.中英双字幕.mkv
贼巢,2018,美国,动作/犯罪/惊悚,6.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:6093/阳光电影www.ygdy8.com.贼巢(未分级加长版).BD.720p.中英双字幕.mkv
自杀小队：严厉惩罚,2018,美国,动作/动画,7.3,ftp://ygdy8:ygdy8@yg45.dydytt.net:4059/阳光电影www.ygdy8.com.自杀小队：严厉惩罚.BD.720p.中英双字幕.mkv
敌对分子,2017,美国,剧情/西部/冒险/动作,6.7,ftp://ygdy8:ygdy8@yg45.dydytt.net:3069/阳光电影www.ygdy8.com.敌对分子.BD.720p.中英双字幕.mkv
深海狂鲨2,2018,美国,动作/科幻/恐怖,0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8189/阳光电影www.ygdy8.com.深海狂鲨2.BD.720p.中英双字幕.mkv
移动迷宫3：死亡解药,2018,美国,动作/科幻/冒险,5.5,ftp://ygdy8:ygdy8@yg45.dydytt.net:8185/阳光电影www.ygdy8.com.移动迷宫3：死亡解药.BD.720p.国英双语双字.mkv
空天猎,2017,中国,剧情/动作/战争,5.0,ftp://ygdy8:ygdy8@yg72.dydytt.net:8183/阳光电影www.ygdy8.com.空天猎.BD.720p.国语中字.mkv
